date;senders;receivers
1949-09-09;"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Präsidialbüro";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-09-06;Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Generalverwaltung;Max-Planck-Institut für Physik (1946-1958)
1949-09-05;Bartels, Julius (1899-1964);Heisenberg, Werner (1901-1976)
1949-08-29;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-08-26;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Präsidialbüro"
1949-08-26;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-08-26;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-08-20;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Josten, Paul (1883-)
1949-08-20;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-07-23;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1949;Unbekannt;Heisenberg, Werner (1901-1976)
1949-07-18;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-07-15;"Raiser, Ludwig (1904-1980); Georg-August-Universität Göttingen (1737-)";Heisenberg, Werner (1901-1976)
1949-07-11;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1949-04-25;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1949-04-25;"Gerlach, Walther (1889-1979); Ludwig-Maximilians-Universität München (1826-)";Heisenberg, Werner (1901-1976)
1949-06-15;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1949-06-09;"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";Heisenberg, Werner (1901-1976)
1949-06-02;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-05-24;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-05-18;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Zierold, Kurt (1899-1989); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-05-16;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-05-15;Gerlach, Walther (1889-1979);Geiler, Karl (1878-1953)
1949-05-06;"Auwers, Otto von (1895-1949); Bergakademie Clausthal (Clausthal). Physikalisches Institut";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-05-10;"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-05-06;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-04-28;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Geiler, Karl (1878-1953); Notgemeinschaft der Deutschen Wissenschaft (1920-1951)"
1949-12-10;Heisenberg, Werner (1901-1976);Adenauer, Konrad (1876-1967)
1949-12-05;"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler";Heisenberg, Werner (1901-1976)
1949-11-29;"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler";Heisenberg, Werner (1901-1976)
1949-11-25;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler"
1949-11-25;Heisenberg, Werner (1901-1976);Globke, Hans (1898-1973)
1949-10-24;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler"
1949-10-20;"Globke, Hans (1898-1973); Deutschland (Bundesrepublik). Bundeskanzleramt (1949-1990)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-10-18;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler"
1949-09-24;Eickemeyer, Hellmut (1902-);"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler"
1949-09-01;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Bundesrepublik). Bundeskanzler"
1949-08-15;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)"
1949-05-24;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)"
1949-06-13;"Blankenhorn, Herbert (1904-1991); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-03-14;"Adenauer, Konrad (1876-1967); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-01-11;Heisenberg, Werner (1901-1976);"Adenauer, Konrad (1876-1967); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)"
1949-01-06;"Adenauer, Konrad (1876-1967); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-12-01;Heisenberg, Werner (1901-1976);"Albrecht, Gerhard (1889-1971); Verein für Sozialpolitik (Marburg)"
1949-11-28;"Albrecht, Gerhard (1889-1971); Verein für Sozialpolitik (Marburg)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-11-10;"Albrecht, Gerhard (1889-1971); Verein für Sozialpolitik (Marburg)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-11-01;Heisenberg, Werner (1901-1976);"Albrecht, Gerhard (1889-1971); Verein für Sozialpolitik (Marburg)"
1949-10-22;"Albrecht, Gerhard (1889-1971); Verein für Sozialpolitik (Marburg)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-03-12;Deutschland (Gebiet unter Alliierter Besatzung, Amerikanische Zone). Education and Cultural Relations Division;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949;Astronomische Gesellschaft (Deutschland) (1863-);"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-05-09;Heisenberg, Werner (1901-1976);"Auwers, Otto von (1895-1949); Bergakademie Clausthal (Clausthal). Physikalisches Institut"
1949-06-20;Heisenberg, Werner (1901-1976);Baethgen, Friedrich (1890-1972)
1949-06-17;Baethgen, Friedrich (1890-1972);"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-06-03;Bartels, Julius (1899-1964);"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-12-19;"Bayer, Otto (1902-1982); Farbenfabriken Bayer (Leverkusen) (1951-1971)";"Heisenberg, Werner (1901-1976); Eickemeyer, Hellmut (1902-)"
1949-12-14;"Bayer, Otto (1902-1982); Farbenfabriken Bayer (Leverkusen) (1951-1971)";"Heisenberg, Werner (1901-1976); Eickemeyer, Hellmut (1902-)"
1949-11-21;"Bayer, Otto (1902-1982); Farbenfabriken Bayer (Leverkusen) (1951-1971)";Heisenberg, Werner (1901-1976)
1949-10-17;"Bayer, Otto (1902-1982); Farbenfabriken Bayer (Leverkusen) (1951-1971)";"Heisenberg, Werner (1901-1976); Hahn, Otto (1879-1968)"
1949-07-20;Heisenberg, Werner (1901-1976);Bayer, Otto (1902-1982)
1949-01-29;Bayer, Otto (1902-1982);Hahn, Otto (1879-1968)
1949-11-12;Heisenberg, Werner (1901-1976);"Benninghoff, Alfred (1890-1953); Philipps-Universität Marburg (1527-)"
1949-11-08;"Benninghoff, Alfred (1890-1953); Philipps-Universität Marburg (1527-)";Heisenberg, Werner (1901-1976)
1949-06-30;Benninghoff, Alfred (1890-1953);Heisenberg, Werner (1901-1976)
1949-03-23;"Benninghoff, Alfred (1890-1953); Philipps-Universität Marburg (1527-)";Heisenberg, Werner (1901-1976)
1949-03-07;Heisenberg, Werner (1901-1976);"Benninghoff, Alfred (1890-1953); Philipps-Universität Marburg (1527-)"
1949-03-05;"Benninghoff, Alfred (1890-1953); Philipps-Universität Marburg. Medizinische Fakultät";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (Göttingen). Physikalisches Institut 1"
1949-03-21;Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Education Branch (1945-1955);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-12-19;Heisenberg, Werner (1901-1976);"Blount, Bertie Kennedy (1907-); Nordstrom, Carl H."
1949-11-08;Heisenberg, Werner (1901-1976);"Blount, Bertie Kennedy (1907-); The Athenaeum (London)"
1949-11-02;"Blount, Bertie Kennedy (1907-); The Athenaeum (London)";Heisenberg, Werner (1901-1976)
1949-05-03;"Blount, Bertie Kennedy (1907-); Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Kontrollkommission. Research Branch";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-04-30;Heisenberg, Werner (1901-1976);Blount, Bertie Kennedy (1907-)
1949-04-29;Heisenberg, Werner (1901-1976);Blount, Bertie Kennedy (1907-)
1949-04-04;"Blount, Bertie Kennedy (1907-); Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Kontrollkommission. Research Branch";"Rein, Hermann (1898-1953); Deutscher Forschungsrat (1949-1951)"
1949-03-12;"Blount, Bertie Kennedy (1907-); Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Kontrollkommission. Research Branch";"Rein, Hermann (1898-1953); Deutscher Forschungsrat (1949-1951)"
1949-03-18;"Böckler, Hans (1875-1951); Deutscher Gewerkschaftsbund für die Britische Zone (1947-1949)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-06-01;Heisenberg, Werner (1901-1976);British Association for the Advancement of Science (1831-2020)
1949-03-23;British Association for the Advancement of Science (1831-2020);Heisenberg, Werner (1901-1976)
1949-05-18;Heisenberg, Werner (1901-1976);British Association for the Advancement of Science (1831-2020)
1949-04-11;"Brockmann, Johannes (1888-1975); Deutschland (Gebiet unter Alliierter Besatzung). Parlamentarischer Rat (1948-1949)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-04-29;"Bürgers, Joseph (1881-1954); Georg-August-Universität Göttingen (1737-)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-11-23;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Bungert, Hans
1949-08-26;Heisenberg, Werner (1901-1976);Butenandt, Adolf (1903-1995)
1948-12-21;"Butenandt, Adolf (1903-1995); Eberhard Karls Universität Tübingen. Physiologisch-Chemisches Institut (-2004); Kaiser-Wilhelm-Institut für Biochemie (Berlin) (1912-1943)";Heisenberg, Werner (1901-1976)
1948-11-16;"Butenandt, Adolf (1903-1995); Eberhard Karls Universität Tübingen. Physiologisch-Chemisches Institut (-2004); Kaiser-Wilhelm-Institut für Biochemie (Berlin) (1912-1943)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-11-01;Heisenberg, Werner (1901-1976);"Butenandt, Adolf (1903-1995); Kaiser-Wilhelm-Institut für Biochemie (Berlin) (1912-1943)"
1949-11-26;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Wirsing, Giselher (1907-1975)
1949-11-08;Heisenberg, Werner (1901-1976);"Höpker, Wolfgang (1909-1989); null"
1949-11-02;"Höpker, Wolfgang; null";Heisenberg, Werner (1901-1976)
1949-05-27;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Lehmann, Friedrich Wilhelm (1869-1961) [vermutlich]; Deutscher Verband Technisch-Wissenschaftlicher Vereine"
1949-03-19;Deutscher Verband Technisch-Wissenschaftlicher Vereine;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-05-24;Heisenberg, Werner (1901-1976);Döring, Franz
1949-03-16;Eggeling, Heinrich von (1869-1954);"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-12-23;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-12-07;Heisenberg, Werner (1901-1976);Eickemeyer, Hellmut (1902-)
1949-12-06;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-12-05;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-12-02;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-30;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-12-01;Heisenberg, Werner (1901-1976);Eickemeyer, Hellmut (1902-)
1949-11-29;Heisenberg, Werner (1901-1976);Eickemeyer, Hellmut (1902-)
1949-11-22;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-28;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-24;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-23;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-11-19;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-11-16;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-10;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-12;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-10-24;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-11-11;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-11-04;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-10-29;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-10-18;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-10-18;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-10-15;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-10-12;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-10-01;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-10-01;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-09-27;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-09-24;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-09-22;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-09-21;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-09-15;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-09-10;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-09-12;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-09-07;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-09-03;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-09-02;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-09-01;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Schriftleitung der Deutschen Wirtschafts-Zeitung (1905-1944)
1949-08-30;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-08-24;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-08-22;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-08-15;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-07-22;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-07-13;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Fauth, Hermann [vermutlich]
1949-07-12;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-07-08;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-07-08;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-07-06;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Deutscher Forschungsrat (1949-1951)
1949-07-06;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";"Schaefer, Hans (1906-2000); William-G.-Kerckhoff-Herzforschungsinstitut (1931-1972)"
1949-06-27;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-06-28;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-06-17;Weidemann, Hartwig (1921-2009);"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)"
1949-06-17;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Deutsche Gesellschaft für Chemisches Apparatewesen (1926-1945)
1949-06-16;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-06-14;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-06-13;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-06-01;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-05-31;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-05-30;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-05-21;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-05-16;"Heisenberg, Werner (1901-1976); Huber, Wiltrud; Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-05-09;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1949-05-07;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Eickemeyer, Hellmut (1902-)
1949-05-04;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-05-03;"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat";Eickemeyer, Hellmut (1902-)
1949-05-02;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
